 date,title,short_opening,url
February 28,"Trump, Vance and Zelenskyy spar over Russian war in tense exchange: 'Very disrespectful'","President Donald Trump, Vice President JD Vance and Ukraine President Volodymyr Zelenskyy sparred during a meeting at the White House to end the Russia-Ukraine War.",https://www.foxnews.com/politics/trump-vance-zelenskyy-spar-over-russian-war-tense-exchange-very-disrespectful
2 days ago,Zelenskyy moves to 'clean up' Ukraine's energy sector as corruption scandal rocks leadership,Ukrainian President Volodymyr Zelenskyy announced major energy sector cleanup Sunday as corruption scandal rocks the nation's nuclear industry.,https://www.foxnews.com/politics/zelenskyy-moves-clean-up-ukraines-energy-sector-corruption-scandal-rocks-leadership
February 28,Tulsi Gabbard thanks Trump for 'unwavering leadership' in Oval Office clash with Zelenskyy,Tulsi Gabbard commended President Trump's 'unwavering leadership' after a controversial dustup with Ukrainian President Volodymyr Zelenskyy.,https://www.foxnews.com/politics/tulsi-gabbard-thanks-trump-unwavering-leadership-oval-office-clash-zelenskyy
February 17,"Zelenskyy not yet signing US economic agreement 'short-sighted,' White House official says",A White House national security official said Ukrainian President Volodymyr Zelenskyy 'is being short-sighted' in not signing a rare earth minerals deal.,https://www.foxnews.com/world/zelenskyy-not-yet-signing-us-economic-agreement-short-sighted-white-house-official-says
August 17,"European leaders will join Trump-Zelenskyy meeting, signaling solidarity with Ukraine",European leaders including France's Macron and UK's Starmer join Zelenskyy for crucial Washington meeting with Trump.,https://www.foxnews.com/politics/european-leaders-join-trump-zelensky-meeting-signaling-solidarity-ukraine
August 17,"European leaders will join Trump-Zelenskyy meeting, signaling solidarity with Ukraine",European leaders including France's Macron and UK's Starmer join Zelenskyy for crucial Washington meeting with Trump.,https://www.foxnews.com/politics/european-leaders-join-trump-zelensky-meeting-signaling-solidarity-ukraine
February 18,"Zelenskyy faces perilous re-election odds as US, Russia push Ukraine to go to the polls",U.S. and Russia push Ukraine to hold elections as Zelenskyy's term is past expiration.,https://www.foxnews.com/politics/zelenskyy-faces-perilous-reelection-odds-us-russia-push-ukraine-go-polls-part-peace-deal
5 days ago,Top Ukrainian officials in Zelenskyy government submit resignations amid $100 million corruption scandal,Anti-corruption agencies expose alleged kickback scheme in Energoatom.,https://www.foxnews.com/world/top-ukrainian-officials-zelenskyy-government-submit-resignations-amid-100-million-corruption-scandal
February 3,Zelenskyy warns peace talks without Ukraine 'dangerous' after Trump claims meetings with Russia 'going well',Zelenskyy warns Trump-led talks with Russia without Ukraine would be 'dangerous.',https://www.foxnews.com/world/zelenskyy-warns-peace-talks-without-ukraine-dangerous-after-trump-claims-meetings-russia-going-well
July 6,Zelenskyy touts 'fruitful' Trump call after US president disappointed by Putin talk,Zelenskyy and Trump held a strategic call about air defense and Patriot missiles.,https://www.foxnews.com/world/zelenskyy-touts-fruitful-trump-call-after-us-president-disappointed-putin-talk
August 17,Ukrainian designer predicts Zelenskyy will wear military suit for high-stakes Trump meeting,Designer says Zelenskyy will likely choose military-style clothing for DC meeting.,https://www.foxnews.com/world/ukrainian-designer-predicts-zelenskyy-wear-military-suit-high-stakes-trump-meeting
August 18,Trump moves to broker Putin-Zelenskyy meeting following DC peace talks,Trump announces plans for trilateral meeting.,https://www.foxnews.com/politics/trump-arranges-putin-zelenskyy-meeting-after-calling-russian-president-amid-ukraine-talks-from-white-house
"September 23, 2024",Zelenskyy warns Vance’s plan to give Russia seized land will lead to ‘global showdown’,Zelenskyy says Vance's proposal would trigger global war.,https://www.foxnews.com/world/zelenskyy-warns-vances-plan-ukrainian-lands-seized-russia-result-global-showdown
March 1,Zelenskyy meets with British Prime Minister Keir Starmer in London following Trump Oval Office clash,Zelenskyy welcomed by UK's PM after White House clash.,https://www.foxnews.com/world/zelenskyy-meets-british-prime-minister-keir-starmer-london-following-trump-oval-office-clash
March 4,"Zelenskyy says Ukraine 'ready' for peace negotiations, calls Trump meeting 'regrettable'",Zelenskyy calls recent Trump meeting 'regrettable.',https://www.foxnews.com/politics/zelenskyy-says-ukraine-ready-peace-negotiations-calls-trump-meeting-regrettable
September 16,Trump and Zelenskyy to meet as Poland pressures NATO on no fly zone over Ukraine,Possible Zelenskyy–Trump meeting during UN summit.,https://www.foxnews.com/world/trump-zelenskyy-meet-poland-pressures-nato-no-fly-zone-over-ukraine
August 19,"Trump reflects on Ukraine peace talks, working toward Putin-Zelenskyy meeting",Trump discusses efforts to arrange peace meeting.,https://www.foxnews.com/video/6377075188112
February 25,Trump says minerals deal has been 'pretty much' negotiated with Zelenskyy,Zelenskyy agrees to terms of minerals deal allowing US access.,https://www.foxnews.com/world/trump-says-minerals-deal-has-been-pretty-much-negotiated-zelenskyy-meeting-slated-friday
March 1,Zelenskyy meets with British Prime Minister Keir Starmer in London following Trump Oval Office clash,Zelenskyy meets with UK PM after tense US meeting.,https://www.foxnews.com/world/zelenskyy-meets-british-prime-minister-keir-starmer-london-following-trump-oval-office-clash
February 28,"Where Zelenskyy is headed following tense White House exchange with Trump, Vance",Zelenskyy left White House after tense exchange.,https://www.foxnews.com/politics/where-zelenskyy-headed-following-tense-white-house-exchange-trump-vance
September 25,"Zelenskyy 'ready' to exit office if war ends, open to elections in ceasefire",Zelenskyy says peace is priority over second term.,https://www.foxnews.com/world/zelensky-ready-leave-office-when-ukraine-war-ends
September 23,Trump and Zelenskyy signal stronger ties after UN meeting,Zelenskyy: relationship with Trump is 'better than before.',https://www.foxnews.com/politics/trump-zelenskyy-signal-stronger-ties-after-un-meeting-better-relations-than-before
July 17,Ukraine's Zelenskyy names new prime minister,Zelenskyy appoints new PM amid ongoing war.,https://www.foxnews.com/world/ukraines-zelenskyy-names-new-prime-minister-first-time-since-russias-war-began
March 27,Zelenskyy sensationally predicts Putin 'will die soon',Zelenskyy claims Putin’s health is collapsing.,https://www.foxnews.com/world/zelenskyy-sensationally-predicts-putin-will-die-soon
February 27,Why Zelenskyy keeps pushing for Ukraine NATO membership,Zelenskyy insists NATO path still crucial.,https://www.foxnews.com/politics/why-zelenskyy-keeps-pushing-ukraine-nato-membership-even-though-trump-says-its-not-happening
August 19,Russia launches largest attack on Ukraine this month following Trump's meetings with Zelenskyy,Russia strikes Ukraine during Zelenskyy–Trump meetings.,https://www.foxnews.com/world/russia-launches-largest-attack-ukraine-month-following-trumps-meetings-putin-zelenskyy
February 28,Here's the real reason Trump and Zelenskyy's deal blew up in the Oval Office,Trump–Zelenskyy meeting exploded over lack of security guarantees.,https://www.foxnews.com/world/heres-real-reason-trump-zelenskyys-deal-blew-up-oval-office
February 28,Zelenskyy breaks silence on social media after fiery Oval Office exchange,Zelenskyy thanks America after tense White House clash.,https://www.foxnews.com/politics/zelenskyy-breaks-silence-social-media-after-fiery-oval-office-exchange-trump-thank-you-america
February 19,Trump calls Ukraine's Zelenskyy a 'dictator without elections',Trump slams Zelenskyy after Saudi peace talks.,https://www.foxnews.com/politics/trump-calls-ukraines-zelenskyy-dictator-without-elections-rift-widens
August 17,'Our position is clear:' Zelenskyy and EU dismiss ceding Ukrainian land to Russia,Zelenskyy says Ukraine's constitution forbids territorial surrender.,https://www.foxnews.com/politics/our-position-clear-zelenskyy-eu-dismiss-ceding-ukrainian-land-russia
August 18,Russian drone strikes kill 7 in Kharkiv during Zelenskyy's White House meeting with Trump,Deadly drone attacks strike Kharkiv during Zelenskyy's DC visit.,https://www.foxnews.com/politics/russian-drone-strikes-kharkiv-during-zelenskyys-white-house-meeting-trump
"May 6, 2022",Ukrainian President Zelenskyy to join virtual G7 summit,Zelenskyy set to join Biden and G7 leaders for virtual summit.,https://www.foxnews.com/politics/zelenskyy-join-virtual-g7-summit
4 days ago,Trump administration stays silent as massive Ukraine corruption scandal rocks Zelenskyy's inner circle,$100 million corruption scandal hits Zelenskyy administration.,https://www.foxnews.com/politics/trump-administration-stays-silent-massive-ukraine-corruption-scandal-rocks-zelenskys-inner-circle
May 18,"Zelenskyy sheds details on meeting with Vance, Rubio in Rome after Russia peace talks stall",Zelenskyy discusses stalled Russia peace talks in Rome.,https://www.foxnews.com/politics/zelenskyy-slams-russia-sending-non-decision-makers-peace-talks-after-meeting-vance-rubio
February 25,Trump says minerals deal has been 'pretty much' negotiated with Zelenskyy,U.S. and Ukraine agree on mineral deal terms.,https://www.foxnews.com/world/trump-says-minerals-deal-has-been-pretty-much-negotiated-zelenskyy-meeting-slated-friday
September 24,"Zelenskyy at UN: ‘Weak’ global bodies can’t stop Putin, only ‘friends and weapons’ can",Zelenskyy warns UN that Putin plans wider war.,https://www.foxnews.com/world/zelenskyy-un-weak-global-bodies-cant-stop-putin-only-friends-weapons-can
February 11,"JD Vance, Treasury Sec Scott Bessent to meet with Zelenskyy as Trump team sets sights on Russia-Ukraine war",Vance to meet Zelenskyy amid shifting U.S. strategy.,https://www.foxnews.com/politics/jd-vance-treasury-sec-scott-bessent-meet-zelenskyy-trump-team-sets-sights-russia-ukraine-war
September 3,Putin invites Zelenskyy to a meeting in Moscow for security talks as he bombs Ukraine,Putin suggests meeting Zelenskyy despite ongoing attacks.,https://www.foxnews.com/world/putin-invites-zelenskyy-meeting-moscow-security-talks-as-he-bombs-ukraine
February 28,"Furious Dems attack Trump, Vance after explosive Oval Office meeting with Zelenskyy",Democrats criticize Trump–Zelenskyy exchange as shameful.,https://www.foxnews.com/politics/furious-dems-attack-trump-vance-explosive-oval-office-meeting-zelenskyy-siding-dictators
August 7,Zelenskyy tells Putin to 'be brave' and finally agree to trilateral meeting with Trump,Zelenskyy pushes Putin for three-way peace meeting.,https://www.foxnews.com/world/zelenskyy-tells-putin-be-brave-finally-agree-trilateral-meeting-trump
February 24,"Zelenskyy names his terms for giving up power as US, Ukraine lock in on mineral deal",Zelenskyy demands guarantees as Washington pressures him.,https://www.foxnews.com/politics/zelenskyy-names-his-terms-giving-up-power-us-ukraine-lock-mineral-deal-nato
February 26,Zelenskyy looking for ‘NATO or something similar’ as he prepares for meeting with Trump,Zelenskyy insists Ukraine needs NATO-level security guarantees.,https://www.foxnews.com/world/zelenskyy-looking-nato-something-similar-he-prepares-meeting-trump
March 2,Trump commerce secretary shreds Zelenskyy's security guarantee requests: 'Just ridiculous',Commerce secretary rejects Zelenskyy's terms for peace deal.,https://www.foxnews.com/video/6369522376112
May 18,"Zelenskyy sheds details on meeting with Vance, Rubio in Rome after Russia peace talks stall",Zelenskyy describes non-productive talks with Russia.,https://www.foxnews.com/politics/zelenskyy-slams-russia-sending-non-decision-makers-peace-talks-after-meeting-vance-rubio
February 25,Trump says minerals deal has been 'pretty much' negotiated with Zelenskyy,Mineral deal nearly finalized between U.S. and Ukraine.,https://www.foxnews.com/world/trump-says-minerals-deal-has-been-pretty-much-negotiated-zelenskyy-meeting-slated-friday
September 24,"Zelenskyy at UN: ‘Weak’ global bodies can’t stop Putin, only ‘friends and weapons’ can",Zelenskyy says UN can't stop Putin alone.,https://www.foxnews.com/world/zelenskyy-un-weak-global-bodies-cant-stop-putin-only-friends-weapons-can
February 11,"JD Vance, Treasury Sec Scott Bessent to meet with Zelenskyy",Vance plans meeting with Zelenskyy about war strategy.,https://www.foxnews.com/politics/jd-vance-treasury-sec-scott-bessent-meet-zelenskyy-trump-team-sets-sights-russia-ukraine-war
September 3,Putin invites Zelenskyy to a meeting in Moscow,Putin suggests Zelenskyy meet in Moscow amid escalation.,https://www.foxnews.com/world/putin-invites-zelenskyy-meeting-moscow-security-talks-as-he-bombs-ukraine
February 28,"Furious Dems attack Trump, Vance after explosive Oval Office meeting with Zelenskyy",Dems slam Trump for clash with Zelenskyy.,https://www.foxnews.com/politics/furious-dems-attack-trump-vance-explosive-oval-office-meeting-zelenskyy-siding-dictators
August 7,Zelenskyy tells Putin to 'be brave' and finally agree to trilateral meeting,Zelenskyy challenges Putin to join peace talks.,https://www.foxnews.com/world/zelenskyy-tells-putin-be-brave-finally-agree-trilateral-meeting-trump
February 24,Zelenskyy names his terms for giving up power,Zelenskyy states conditions for stepping down.,https://www.foxnews.com/politics/zelenskyy-names-his-terms-giving-up-power-us-ukraine-lock-mineral-deal-nato
February 26,Zelenskyy looking for ‘NATO or something similar’,Zelenskyy urges allies for NATO-level security.,https://www.foxnews.com/world/zelenskyy-looking-nato-something-similar-he-prepares-meeting-trump
March 2,Trump commerce secretary shreds Zelenskyy's requests,Commerce official calls Zelenskyy's demands unreasonable.,https://www.foxnews.com/video/6369522376112
December 7,"Trump meets with Macron, Zelenskyy ahead of Notre Dame reopening",Trump meets Zelenskyy and Macron in Paris.,https://www.foxnews.com/politics/trump-meets-macron-zelenskyy-notre-dame-ceremony-paris
"October 17, 2024",Zelenskyy victory plan: Replace US troops with Ukrainians,Zelenskyy proposes replacing U.S. troops with Ukrainians across Europe.,https://www.foxnews.com/politics/zelensky-victory-plan-includes-replacing-us-troops-outposts-europe-battle-hardened-ukrainians
February 7,Trump plans to meet with Zelenskyy as he looks to end Ukraine war,Trump says Zelenskyy may visit DC soon.,https://www.foxnews.com/politics/trump-plans-meet-zelenskyy-he-looks-end-ukraine-war
March 7,Zelenskyy confirms Ukraine will attend US peace talks in Saudi Arabia,Zelenskyy confirms participation in US-led talks.,https://www.foxnews.com/world/zelenskyy-confirms-ukraine-attend-us-peace-talks-saudi-arabia-1-week-after-oval-office-clash
November 20,Zelenskyy answers whether he's willing to cede Crimea,Zelenskyy refuses to concede Ukrainian territory.,https://www.foxnews.com/world/zelenskyy-answers-whether-hes-willing-cede-crimea-other-territory-peace-deal
March 19,"Zelenskyy wants details after Trump-Putin call, lays out 'red line' for Ukraine",Zelenskyy outlines Ukraine’s non-negotiable red line after Trump–Putin call.,https://www.foxnews.com/world/zelenskyy-wants-details-after-trump-putin-call-lays-out-red-line-ukraine
"October 14, 2024",Harris' off-putting manner put Zelenskyy on defensive ahead of Russian invasion,Book reveals Harris put Zelenskyy on edge before Russia invasion.,https://www.foxnews.com/politics/harris-off-putting-manner-put-zelenskyy-defensive-ahead-russian-invasion-new-book-reveals
February 28,"World leaders back Zelenskyy following Trump, Vance Oval Office spat",Leaders emphasize Russia is aggressor after Zelenskyy–Trump clash.,https://www.foxnews.com/world/world-leaders-back-zelenskyy-following-trump-vance-oval-office-spat
May 16,"Zelenskyy speaks with Trump, allies after Russia peace talks broker no ceasefire",Zelenskyy and global leaders react to failed ceasefire talks.,https://www.foxnews.com/world/zelenskyy-speaks-trump-allies-after-russia-peace-talks-broker-no-ceasefire
September 7,Zelenskyy accuses Trump of giving Putin 'what he wanted' at Alaska summit,Zelenskyy criticizes Trump–Putin summit outcome.,https://www.foxnews.com/media/zelenskyy-accuses-trump-giving-putin-what-he-wanted-alaska-summit
May 11,Zelenskyy agrees to meet with Putin on Thursday,Zelenskyy accepts Putin’s proposal for high-stakes meeting.,https://www.foxnews.com/world/zelenskyy-agrees-meet-putin-thursday
October 17,"Trump says 'tremendous bad blood' between Zelenskyy, Putin delaying peace deal",Trump blames Zelenskyy–Putin animosity for stalled peace deal.,https://www.foxnews.com/politics/trump-says-tremendous-bad-blood-between-zelenskyy-putin-delaying-peace-deal-despite-middle-east-momentum-
"August 12, 2022",Ukrainian President Zelenskyy will soon have his own action figure,"Action figure of Zelenskyy raises $139,000 in crowdfunding.",https://www.foxnews.com/lifestyle/ukraine-president-zelenskyy-action-figure
August 6,Trump open to meet Putin face-to-face next week followed by three-way talks with Zelenskyy,Trump schedules meetings with Putin and Zelenskyy.,https://www.foxnews.com/politics/trump-announces-face-face-talks-putin-next-week-three-way-talks-ukraines-zelenskyy
October 22,Trump meets NATO’s Rutte amid canceled Putin meeting: 'It didn't feel right to me',Trump meets NATO chief after Zelenskyy White House visit.,https://www.foxnews.com/politics/trump-meets-natos-rutte-amid-canceled-putin-meeting-it-didnt-feel-right-me
August 15,Key takeaways from Trump-Putin summit as meeting with Zelenskyy might be next,Zelenskyy likely next in diplomatic sequence after Alaska summit.,https://www.foxnews.com/world/key-takeaways-from-trump-putin-summit-meeting-zelenskyy-might-next
September 25,Zelenskyy tells Kremlin leaders they should 'know where the bomb shelters are',Zelenskyy warns Moscow officials amid escalation.,https://www.foxnews.com/world/zelenskyy-tells-kremlin-leaders-should-know-where-bomb-shelters-ominous-warning
August 18,"5 key moments inside Trump’s ‘big day’ with Zelenskyy, European leaders",Zelenskyy–Trump meeting highlighted as major diplomatic moment.,https://www.foxnews.com/politics/key-moments-inside-trumps-big-day-zelenskyy-european-leaders
February 28,'Utter disaster': Lindsey Graham calls for Zelenskyy resignation after White House throwdown,"Graham slams Zelenskyy, says he should resign or change.",https://www.foxnews.com/politics/utter-disaster-lindsey-graham-calls-zelenskyy-resignation-after-white-house-throwdown
February 27,Trump says 'I can't believe I said that' when asked if he still thinks Zelenskyy is a dictator,Trump dodges Zelenskyy dictator remark during meeting with Starmer.,https://www.foxnews.com/politics/trump-cant-believe-said-that-when-asked-thinks-zelenskyy-dictator
August 19,White House announces Putin agreed to bilateral meeting with Zelenskyy,"Putin agrees to meet Zelenskyy one-on-one, per White House.",https://www.foxnews.com/politics/white-house-announces-putin-agreed-bilateral-meeting-zelenskyy
June 25,"Zelenskyy pointedly thanks Trump, America for Ukraine support",Zelenskyy emphasizes gratitude months after tense exchange.,https://www.foxnews.com/politics/zelenskyy-pointedly-thanks-trump-america-ukraine-support-months-after-vances-jab-about-lack-gratitude
March 3,UK prime minister lays out Ukraine peace deal framework as Zelenskyy responds to resignation calls,Zelenskyy faces calls to resign while UK outlines plan.,https://www.foxnews.com/politics/uk-prime-minister-lays-out-ukraine-peace-deal-framework-zelenskyy-responds-resignation-calls
"August 7, 2023",Ukraine arrests woman in alleged foiled Russian assassination plot against Zelenskyy,Ukraine arrests woman tied to Russian plot to assassinate Zelenskyy.,https://www.foxnews.com/world/ukraine-arrests-woman-alleged-foiled-russian-assassination-plot-against-zelenskyy
February 28,Who could lead Ukraine if Zelenskyy resigns?,Uncertainty looms over Ukrainian leadership if Zelenskyy steps down.,https://www.foxnews.com/world/who-could-lead-zelenskyy-resigned
February 28,"World leaders back Zelenskyy following Trump, Vance Oval Office spat",Global leaders reaffirm support for Zelenskyy.,https://www.foxnews.com/world/world-leaders-back-zelenskyy-following-trump-vance-oval-office-spat
January 23,Trump says Zelenskyy is ‘no angel’,Trump discusses Zelenskyy and relationships with global leaders.,https://www.foxnews.com/video/6367602293112
"November 5, 2024","Ukraine, North Korean troops clash for first time; Zelenskyy warns of escalation",Zelenskyy warns of escalating conflict as NK troops join Russia.,https://www.foxnews.com/world/ukraine-north-korean-troops-clash-first-time-zelenskyy-warns-escalation
February 28,"SCOOP: GOP Ukraine supporters alarmed after explosive Trump, Zelenskyy meeting",GOP lawmakers shocked by tense Trump–Zelenskyy meeting.,https://www.foxnews.com/politics/scoop-gop-ukraine-supporters-alarmed-after-explosive-trump-zelenskyy-meeting
February 28,Zelenskyy says ire with Trump began with pro-Putin rhetoric,Zelenskyy says Trump's pro-Putin comments sparked tensions.,https://www.foxnews.com/world/zelenskyy-says-ire-trump-began-pro-putin-rhetoric
March 4,Fox News' Zelenskyy interview watched by 6.4 million viewers,Baier interview with Zelenskyy surpasses major networks.,https://www.foxnews.com/media/fox-news-zelenskyy-interview-watched-6-4-million-viewers-surpassing-nbc-cbs-evening-newscasts
June 8,Zelenskyy dismisses Trump's claim that Russia wants peace,Zelenskyy says he knows Putin better than Trump does.,https://www.foxnews.com/politics/zelenskyy-dismisses-trumps-claim-russia-wants-peace-says-he-knows-putin-much-better
November 26,Ukraine's Zelenskyy ordered missile strikes into Russia hours after trip to front lines,Zelenskyy orders strikes on Russia following frontline visit.,https://www.foxnews.com/world/ukraine-president-zelenskyy-ordered-missile-strikes-russia-hours-after-trip-front-lines-fox-news
March 30,Trump says Zelenskyy wants to back out of mineral deal,Trump says Zelenskyy reconsidering rare earth deal.,https://www.foxnews.com/politics/trump-says-zelenskyy-wants-back-out-mineral-deal-addresses-3rd-term-during-gaggle
February 19,Trump and Zelenskyy war of words heats up,Zelenskyy accuses Trump of spreading Russian disinformation.,https://www.foxnews.com/politics/trump-zelenskyy-war-words-heats-up-even-us-looks-wind-down-war-ukraine
February 14,"Ukraine blames Russia for drone attack on Chernobyl's protective shell, Zelenskyy says damage 'significant'",Zelenskyy says drone strike caused significant damage to Chernobyl protective shell.,https://www.foxnews.com/world/ukraine-blames-russia-drone-attack-chernobyls-protective-shell-zelenskyy-says-damage-significant
"October 11, 2022","Ukraine's Zelenskyy pushes 'peace formula' in G7 meeting, says 'no dialogue' with Putin",Zelenskyy presents peace formula and rules out dialogue with Putin.,https://www.foxnews.com/world/ukraine-zelenskyy-pushes-peace-formula-g7-meeting-says-no-dialogue-putin
"March 17, 2022","Volodymyr Zelenskyy, 'the Churchill of our time': Reporter's Notebook",Zelenskyy portrayed as modern Churchill amid plea for weapons.,https://www.foxnews.com/politics/volodymyr-zelenskyy-churchill-our-time
October 17,Zelenskyy pitches Trump on Ukraine drone-for-Tomahawk missile exchange,Zelenskyy proposes drone-for-Tomahawk deal; Trump hesitant.,https://www.foxnews.com/world/zelenskyy-pitches-trump-ukraine-drone-for-tomahawk-missile-exchange-president-weighs-escalation-concerns
February 28,Zelenskyy says ire with Trump began with pro-Putin rhetoric,Zelenskyy says Trump's comments triggered public distrust.,https://www.foxnews.com/world/zelenskyy-says-ire-trump-began-pro-putin-rhetoric
